"Time","signal strenght"
"0.713681687","-42dBm"
"7.779564353","-38dBm"
"7.881893699","-37dBm"
"11.260975460","-86dBm"
"11.979225210","-89dBm"
"12.182424016","-45dBm"
"15.766551727","-88dBm"
"18.531474975","-38dBm"
"22.015297074","-38dBm"
"22.115589453","-39dBm"
"25.596449156","-36dBm"
"26.314054669","-91dBm"
"29.078080925","-53dBm"
"29.897183889","-42dBm"
"32.560237804","-92dBm"
"32.662512199","-38dBm"
"33.391439065","-94dBm"
"36.862731040","-88dBm"
"39.727623454","-39dBm"
"39.831003957","-38dBm"
"43.209868999","-38dBm"
"43.414419245","-39dBm"
"46.793052894","-39dBm"
"46.896505492","-39dBm"
"46.999067398","-39dBm"
"47.612657285","-80dBm"
"47.717658119","-44dBm"
"50.378885229","-40dBm"
"50.480144416","-40dBm"
"51.094070940","-44dBm"
"51.196307096","-45dBm"
"53.859260469","-41dBm"
"57.649290742","-54dBm"
"58.368096976","-86dBm"
"61.026776329","-39dBm"
"61.129157885","-54dBm"
